title,review,label
마이클,마이클 잭슨 노래 듣는 것 만으로도 좋았습니다.,1
마이클,재미있게 잘 봤어요 ^~^,1
마이클,잘 보고 왔어요..얼른 2편 나오길..,1
마이클,"그렇다.
씐나면 그만인것이다.",1
마이클,실제 마이클이 다시 살아난느낌,1
마이클,마이클잭슨의 노래를 극장에서 듣는 것만으로도 힐링이 많이 되었습니다. 마이클잭슨의 자라온 환경을 잘 알게 되어서 그가 더 이해되고 위대한 스타란 것을 한번더 느끼게 되었습니다,1
마이클,히트곡이 다 나오지않아 아싑다,1
마이클,나의 어린시절 두 영웅 M.J ..,1
마이클,영상으로 알고 있는 사실들운 다시 생각해 볼 수 있어 좋아습니다,1
마이클,"그냥 마이클잭슨 노래랑 영상을 보러가는 영화
마이클잭슨에 대해 많이 몰라서 오히려 보기 괜찮았던거 같아요
스토리는 기대 안하고 보는게 좋아요
그래도 재밌게 봤어요
2편이 나온다고 하니 주의",1
마이클,배우연기가 넘 좋았어요.. 마이클잭슨의 몰라 던 부분을 알게되어서 좋았어요 노래는 뭐 말 할 것도 없고여,1
마이클,추천해요 영화관에서보세요,1
마이클,"보헤미안 랩소디와 어쩔 수 없이 비교가 많이 되는 것 같은데, 음악과 무대 영상은 너무 좋았지만 스토리를 풀어내는 연출은 좀 아쉬웠던 것 같아요.",1
마이클,아내와 모처럼의 영화데이트. 나이 먹어서인지 애기가 아빠한테 맞는 장면과 같은 처지의 사람들을 가족처럼 생각하는 마이클의 인성에 깊은 감동울 받았다. 끝맺음이 흐린 거 봐서 다음판 또 나올 듯. ㅋ,1
마이클,"보헤미안 랩소디를 기대해선지 아쉬움도 큽니다. 소송 문제로 급히 끝난 느낌에 러닝타임도 늘어진 듯합니다. 하지만 마이클의 천재성과 노력, 성품을 잘 보여주어 그 아쉬움을 덮을 만큼 좋았습니다.",1
마이클,마이클은 넘사벽 그러나 아이와 집중하면서 봤습니다,1
마이클,무대 보는 재미가 끝나질 않는다,1
마이클,12살 아들과 너무 재미있게 잘 봤어요.,1
마이클,"그냥 음악이 좋았어요.
줄거리는 좀....",1
마이클,마이클 잭슨 음악 듣기!!!,1
마이클,마이클잭슨의 서사와 노래가 함께 어우러져서 상영시간 동안 몰입했어요.,1
마이클,"안 보았으면 후회할뻔~
눈으로 보는 즐거움.
귀로듣는 감동.
그리움이 내내...
잘 보았습니다~~~",1
마이클,보헤미안 랩소디 제작진답게 음악적인 부분을 살려서 넘 좋았다.마이클 잭슨은 천재였고 맑은 영혼이었다..좋은부모 만났더라면 좀더 오래 나와 공존할수 있었을텐데...마이클잭슨이 살아돌아온 느낌이다.,1
마이클,눈물이 흐르는 추억이 생각나는 마이클,1
마이클,세번볼것 세번볼것 세번볼것,1
마이클,몸이 들썩이지만 눈물이 핑돈다,1
마이클,몸이 저절로 움직여지고 눈물 핑 돈다,1
마이클,엄마랑 봤는데 둘 다 만족스러웠어요 오랜만에 극장나들이 즐거웠습니다,1
마이클,아빠랑 보고 왓는데 재밌었음 기대안하고 봤는데 만족함. 일단 명곡파티이고 무대가 많아서 볼거리가 많았음.,1
마이클,잘봤네요 마이클 잭슨 몰입해서 봤어요 노래 너무 좋네요!!,1
마이클,가족이랑 잼게 봤습니다.,1
마이클,다시 없을 스타를 다시 본 느낌이었어요.,1
마이클,"마이클이 저런 환경에서 자랐다는게 놀랍고 부모를
잘만났써야 했는데 마음이 아프고 영화로 만나니까
마음이 뭉클하고 좋은 음악에 완존 김동",1
마이클,마이클 잭슨 팬이라면 그리운 노래들을 많이 들을 수 있어서 좋을 것 같습니다.,1
마이클,마이클잭슨님의 전반기 인생이 제대로 담긴영화 후속편도 완전기대되는 영화,1
마이클,"마이클 잭슨의 공연. 한부분을 보는 듯
성장 과정을 보니 마믐이 찡하네요~~",1
마이클,정말 명작입니다. 다음 영화도 나올것 같아요. 완전 기대,1
마이클,그리운 마이클! 너무 재밌게 시간가는줄 모르고 잘 봤습이다,1
마이클,"영화 마지막 런던콘서트는 진짜 마이클과 같은 느낌이었습니다
마이클 잭슨 콘서트에 온 느낌이 들어 좋았습니다",1
마이클,굿~ 굿~~~~ 지금 듣고 봐도 하나도 모자람이 없는 멋진 영상,1
마이클,"스토리는 전체적으로..쏘쏘~~
어린시절과 잭슨5이야기는 공감보단..극의개연성으로 보게됨..
중반부터 우리가아는음악이 들리면서 점점 몰입이되는데...
갑자기 클라이맥스에서 뚝! 끊기는 느낌....",1
마이클,"""우리가 사랑했던 그 시절의 황제, 시대의 소음 너머로 다시 울려 퍼지는 불멸의 무대와 멜로디.""",1
마이클,공연보는거같아 넘 좋았어요 근데 갑자기끝나 당황.. 얼른 2 나왔으면 좋겟어요,1
마이클,내용이 별로 없는 듯한 느낌~ 그냥 내가 알고 있는 얇팍한 이야기네요~ 좀 더 인물에대한 몰랐던 이야기를 다뤘다면 더 흥미로웠을 듯 하고~ 천재의 음악은 어떻게 이야기하던 좋네요!! 연기가어설프지만…,1
마이클,마잭 앨범이나 또 들어야겠다.,1
마이클,재밌게 잘봤습니당ㅎㅎㅎㅎ,1
마이클,"마이클잭슨의 어두운면은 거의 보여주지 않음
대신에 콘서트, 춤, 노래 등 실제 인물처럼 노력한 티가 보임
노래가 좋고 춤이 좋고 마이클 잭슨이 유명해지기까지의 이야기가 보고 싶다면 추천",1
마이클,마이클노래를이렇게듣고보게되어너무좋네요^^영화내내좋은노래를듣게되어행복했어요~배우가연기를너무잘하네요~~감탄하면서봤어요~~빨리2편이나왔으면좋겠어요~~즐거운시간보내구갑니다~~,1
마이클,"마이클잭슨의 노래를 들을 수 있어서 너무 좋았고, 마이클의 몰랐던 사정을 알게되서 가슴이 찡~ 했습니다.",1
마이클,그냥 무난하게 볼 만하긴 했는데 이렇게 끝날 줄 몰랐음,1
마이클,마이클 잭슨의 어린 시절에 대해서 알 수 있었고 스타로서의 외로움을 느낄수 있었다. 2편 제작을 목표로 해서인지 더 많은 무대 공연과 히트곡을 듣지 못해서 아쉬웠다. 보헤미안 랩소디 보다 감동은 적었다.,1
마이클,노래좋고 몰입감 있어요,1
마이클,마이클잭슨이 정말 가슴아픈 삶을 보냈네요. 영화 본 후에도 여운이 남아 이것저것 찾아보게 되는 영화였어요. 보는 내내 배우도 정말 남다르다고 생각했는데 실제 조카라니. 2개봉하면 또 보려고요.추천!,1
마이클,일 끝나고 온거라 피곤했었는데 어느순간 몰입하면서 보는 제가 신기할 정도로 재밌게 봤어요,1
마이클,"마이클잭슨 세대는 아니지만 
아는 노래가 은근히 많아 재밌게 관람했어요
삐레~~~!",1
마이클,영화내내 찡한 기분과 왈칵 눈물. 마이클 고마워. 와줘서,1
마이클,유년 시절이 생각나게 하는 마이클 잭슨 굿굿굿,1
마이클,마이클이 너무 보고싶어지네요ㅠㅠ조카의 연기와 콘서트장면이 너무 감동 이였어오 3회차 관람 갑니다,1
마이클,보헤미안랩소디보단 덜했지만 잘 봤어요,1
마이클,마이클잭슨을 이렇게 만날 수있어 반가웠어요~~영화 덕분에 잭슨의 음악에 푹 빠져사는 요즘입니다,1
마이클,워낙 노래 체급 자체가 높아서 무대하는 장면들 보고 듣는 재미가 있습니다,1
마이클,"마이클잭슨의 춤, 노래, 연기와 OST 음악이 너무 좋았고 후속편이 빨리 나왔으면 좋겠습니다",1
마이클,몰입감 좋고 후속 이야기가 기대됩니다,1
마이클,"마이클 댁슨의 모습을 완벽히 연출팀과 배우님 감동이에요! 장면마다 몰입감이 압도적이라 30분 본 것 같은데 끝나네요 ㅠ 짱짱하게 마이클의 음악을 영화가 끝나고도 이어져 끝나지 않는 여운, 최고, 영원함..",1
마이클,재밌엤어요 진짜 재밌엤어요,1
마이클,다 좋았어요~~ 재미있습니다^^,1
마이클,"만들만 영화 보헤미안 랩소디 처럼 완성된 영화를
기대하면 안됨 스토리가 없네 마이클 잭슨 영화를
이런 식으로 만들다니~",0
마이클,"마이클잭슨 이야기만으로도 재미보장이지만, 거기에다 크게 음악을 즐길수 있는것까지 대만족입니다. 당연 속편 찜입니다.",1
마이클,긴 여운이 남게하는 영화..👍👍👍,1
마이클,엄마!! 남편 싸다구 좀 날려주지!! 이래서 가정교육이 중요함.. 나중에 왜 네버랜드를 지었는지 이해가 가서 안타까웠어요. 잘 나가다 왜 끝나지?!?!,1
마이클,노래가 좋았어요 옛생각도 나고,1
마이클,영화가 끝날때쯤 진짜마이클이 됐어요,1
마이클,배우 연기와 노래실력이 너무 좋아요,1
마이클,"환희와감동이였습니다.
영화가 끝나고 일어나지 못 하겠더라구요.
그리운 분을 다시 만나게 되어 
이 영화는 꼭 소장하겠다는 마음으로 집으로 왔습니다~꼭 보세요",1
마이클,마이클 잭슨.. 일단 노래가 너무 좋아요 그냥 뭐해 보세요,1
마이클,"첫장면 부터 심장이 터질뻔 했습니다!!
중학생인 아들 딸과 함께 보면서 집중도 몰입도 최고였습니다",1
마이클,"어렴풋이 기억나던 과거 사건들도 다시 생각나고.
머리 회상사건은 새롭게 안 사실.
공연 고증은 정말 잘한듯.
보헤미안 랩소디보다는 외력?이 많이 들어간 느낌.
후속편은 어떨지.. 명곡 퍼레이드는 언제 들어도",1
마이클,감동적이고 좋았습니다,1
마이클,너무 재미있었습니다,1
마이클,"워낙 혹평이 많아서 그 정도일까? 했지만 전문가들이 보는 시선과 대중들의 시선차이에 괴리가 많은 것 같습니다.
마이클잭슨 팬이라면 잼나게 보실거 같아요~",1
마이클,Smooth criminal 이 안 나온게 ...,1
마이클,정말 영화보다가 박수칠뻔 했습니다 마이클 잭슨이 살아 돌아온줄 알았네요,1
마이클,"그 누구나 다 알고 있는 마이클잭슨 일대기와 음악이지만
너무나 멋있고 재미있었어요~
후속작도 나왔음 좋겠네요~~",1
마이클,"아버지와의 결별이 더 빨랐으면 좋았을 텐데, 세기의 영웅에 최악의 아버지!",1
마이클,재밌게 봤음 연기 잘 함 ㅋㅋ,1
마이클,주옥같은 노래를 돌비 시운드로 듣게되어 좋았어요,1
마이클,시작부터 명곡을 전울돌았음,1
마이클,"노래를 다시 들으니….그때가 생각납니다. 그때 더 팬으로 남았을 걸…..삶이 더 풍요로웠을텐데…….즐길 수 있을때
즐기는게 맞네요.",1
마이클,공연씬은 진짜 입 다물고 관람 못함... 한없이 착하고 착했던 사람... 울컥하고 화남이 공존하면서도 공연씬만 따로 모아서 틀어줬으면 하는 바람이 끊이질 않는다,1
마이클,완벽한 서사와 스토리...그리고 마치 마이클이 다시 살아돌아온 것 같은 착각을 불러일으키는 영화였습니다,1
마이클,옛날 생각이 나더군요.,1
마이클,진짜 노래랑 춤 퍼포먼스 다 너무 좋아요,1
마이클,Bad 끝났을 때 나도 모르게 극장에서 박수칠뻔,1
마이클,영화보는 내내좋았어요-원더플,1
마이클,마이클잭슨이 환생한거 같아요^^~슈퍼스타 마이클 짱!!!,1
마이클,보헤미안랩소디 제작팀이라 기대했는데 돈과 시간날림 쿠폰쓴것도 아깝다,0
마이클,옛날에 듣던 음악과 마이클이 생각났어요,1
마이클,아!진짜 재밌다! 정말 재밌다!,1
마이클,마이클 잭슨에 일대기와 음악성 다시보기 영화,1
마이클,한편의 공연을 본것 같은,1
